"","Original_taxa"
"4064","Fagopyrum tataricum"
"4065","Lotus corniculatus"
"4066","Dryopteris filix-mas"
"4067","Pteridium aquilinum-type"
"4068","Humulus lupulus-type"
"4069","Corylus avellana-type"
"4070","Ostrya/Carpinus-type"
"4071","Urtica dioica"
"4072","Rhamnus cathartica-type"
"4073","Berberis vulgaris-type"
"4074","Tetraploa"
"4075","Turbellaria"
"4076","Transeauina"
"4077","Scenedesmus ecornis"
"4078","Apiosordaria"
"4080","Anacardium occidentale"
"4081","Tamarindus-type indica"
"4082","Capparis decidua-type"
"4083","Parinari-type"
"4084","Anogeissus-type leiocarpus"
"4085","Bridelia-type"
"4086","Carapa-type procera"
"4087","Mimosa pigra-type"
"4088","Trilepisium-type madagascariense"
"4089","Mitragyna-type inermis"
"4090","Zanthoxylum-type zanthoxyloides"
"4091","Conyza"
"4092","Jacquemontia"
"4093","Zygophyllum-type"
"4094","Justicia-type flava"
"4095","Amaranthus/Chenopodium-type"
"4096","Cyathula-type"
"4097","Atractylis-type"
"4098","Centaurea-type senegalensis"
"4099","Sieruela-type usambarica"
"4100","Commelina-type forsskaolii"
"4101","Lepistemon owariense-type"
"4102","Cucumis"
"4103","Chrozophora brocchiana-type"
"4104","Euphorbia-type indica"
"4105","Lobelia erinus-type"
"4106","Tinospora bakis-type"
"4107","Spermacoce-type radiata"
"4108","Dinoflagellate"
"4109","NPP undiff."
"4110","Littorella"
"4111","Rumex acetosa"
"4112","Phacelia"
"4113","Pinguicula"
"4114","Polygonum aviculare/Bistorta officinalis"
"4115","Centaurea jacea"
"4116","Polygonum aviculare/Bistorta officinalis-type"
"4117","Cathaya-type"
"4118","Melilotus-type"
"4119","Poaceae (>50 Âµm)"
"4120","Quercus (evergreen-type)"
"4121","Anthyllis rupestris"
"4122","Filipendula-type"
"4123","Rhus coriaria-type"
"4124","Adina"
"4125","Afzelia cf. africana"
"4126","Ampelidaceae"
"4127","Burkea africana"
"4128","Cf Dialium"
"4129","Cf Scrophulariaceae"
"4130","Cola cf. cordifolia"
"4131","Crossopterix febrifuga"
"4132","Dombeya cf. buetnerii"
"4133","Erythrina"
"4134","Monotes kerstingii"
"4135","Parkia"
"4136","Paullinia pinnata"
"4137","Phoenix cf. reclinata"
"4138","Pteropsida (monoletes)"
"4139","Pteropsida (triletes)"
"4140","Raphia"
"4141","Salix cf. ledermanii"
"4142","Tacazzea apiculata"
"4143","Talinum"
"4144","Thunbergia"
"4145","Trema guineensis"
"4146","Chardinia"
"4147","Aruncus"
"4148","Reaumuria"
"4149","cf. Tsuga"
"4150","cf. Gentianella-type"
"4151","Bryophyta sensu lato"
"4152","Tilletia"
"4153","Cousinia-type"
"4154","Onosma"
"4155","Turgenia"
"4156","Ranunculus parviflorus"
"4157","cf. Acanthaceae"
"4158","Pleurospermum"
"4159","Succisa-type"
"4160","Capsicum-type"
"4161","Arabidopsis"
"4162","Unknown (trilete, verrucate)"
"4163","Micranthes cf. M. stellaris"
"4164","cf. Samolus"
"4165","Saxifraga cf. S. oppositifolia"
"4166","Anemone sect. Pulsatilla-type"
"4167","Spartium"
"4168","Hypericum perforatum"
"4169","cf. Ceratonia"
"4170","Sanicula"
"4171","cf. Campanulaceae"
"4172","Moltkiopsis ciliata"
"4173","Boscia-type angustifolia"
"4174","Boscia-type salicifolia"
"4175","Brachystegia"
"4176","Carissa edulis-type"
"4177","Crateva adansonii"
"4178","Dialium"
"4179","Erica-type arborea"
"4180","Flueggea virosa"
"4181","Guiera senegalensis"
"4182","Limeum"
"4183","Gentianaceae undiff."
"4184","type 6 (exine type Leucas)"
"4185","Phyllanthus-type fraternus"
"4186","Phyllanthus-type maderaspatensis"
"4187","Solanum-type nigrum"
"4188","Waltheria"
"4189","Aerva-type persica"
"4190","Alysicarpus"
"4191","Celosia-type"
"4192","Cerealia"
"4193","Cistanche"
"4194","Cleome-type gynandra"
"4195","Hewittia-type scandens"
"4196","Plantago ciliata-type"
"4197","Luffa-type"
"4198","Citrullus"
"4199","Cucumis dispaceus-type"
"4200","IndÃ©terminables"
"4201","Rumex conglomeratus-type"
"4202","Lamiaceae (stephanocolpate)"
"4203","Artemisia sp."
"4204","Cedrus libani"
"4205","Sium/Apium-type"
"4206","Malabaila-type"
"4207","Acacia albida"
"4208","Aristolochiaceae"
"4209","Tsuga"
"4210","Dacrydium"
"4211","Myriophyllum verticillatum/M. spicatum"
"4212","Indeterminable/Varia"
"4213","Quercus robur/Q. pubescens-type"
"4214","Matthiola incana"
"4215","Primula veris-type"
"4216","Amphitrema"
"4217","Polypodiophyta (trilete, verrucate)"
"4218","Polypodiophyta (trilete, psilate)"
"4219","Heliotropium europaeum"
"4220","Rumex/Oxyria"
"4221","Rhamnus/Frangula"
"4222","Viburnum opulus"
"4223","Cistus creticus"
"4224","Celosia trygina"
"4225","Grewia villosa"
"4226","Polygonum senegalensis"
"4228","Aphania"
"4229","Guttiferae"
"4230","Harungana"
"4231","Kedrostis-type"
"4232","Pancovia"
"4233","Pancratium-type"
"4234","Pseudospondias microcarpa"
"4235","Salacia"
"4236","Sorindeia juglandifolia"
"4237","Verbenaceae"
"4238","Burseraceae"
"4239","Campylostemon"
"4240","Flacourtiaceae"
"4241","Hypericaceae"
"4242","Melia"
"4243","Mendocia"
"4244","Morelia"
"4245","Nypa"
"4246","Ochnaceae"
"4247","Ouratea"
"4248","Paramacrolobium"
"4249","Picconia-type"
"4250","Rhizophora harrisonii"
"4251","Santanalaceae"
"4252","Sebacea"
"4253","Symphonia"
"4254","Plantago psyllium"
"4255","Pinus-fgt"
"4256","Quercus ilex/coccifera"
"4257","Quercus canariensis-type"
"4258","Cannabis/Humulus"
"4259","Plantago major-media"
"4260","Sanguisorba minor"
"4261","Cicendia/Exaculum"
"4262","Gratiola-type"
"4263","Illecebrum/Paronychia"
"4264","Lythrum borysthenicum-type"
"4265","Sparganium/Typha"
"4273","Concentration (grains/cm3)"
"4275","Carpinus/Ostrya"
"4276","Valerianaceae"
"4277","Glyceria-type"
"4278","Lythrum junceum/salicaria"
"4280","Capparis cf. tomentosa"
"4281","cf. Tamarindus indica"
"4282","Clematis hirsuta"
"4283","Combretum cf. panicalatum"
"4284","Achyranthes aspera-type"
"4285","Aerva lanata"
"4286","Boraginaceae indt"
"4287","Cheno-Am"
"4288","Cleome usambarica-type"
"4289","Compositae tubuliflorae a longues epine"
"4290","Enicostema-type"
"4291","Ephedra lisse"
"4292","Ephedra non-lisse"
"4293","Euphorbia hirta"
"4294","Hygrophylla"
"4295","Kedrostis"
"4297","Lotus arabicus"
"4298","Nyctagynaceae"
"4300","Prosopis-type"
"4301","Pupalia lappacea-type"
"4302","Spore trilete"
"4303","Trichodesma-type"
"4304","Vernonia perrotettii"
"4305","cf Combretum"
"4306","Asteraceae liguliflorae"
"4307","Asteraceae tubuliflorae a longues epine"
"4308","Caryophyllaceae undif."
"4309","Centaurea/Tarchonanthus"
"4310","Coccinia"
"4311","Linum tenuifolium-type"
"4312","Nyctagynaceae undiff."
"4313","Papilionaceae undiff."
"4314","Sapotaceae-type 4"
"4315","cf Celastraceae"
"4316","cf. Ricinus"
"4317","Torilis arvensis"
"4318","Gentiana-type"
"4319","Gladiolus/Romulea"
"4320","Cocculus"
"4321","Gramineae >40µm"
"4322","C3P3 verruquate"
"4323","Sida"
"4324","Terfeziaceae spore type"
"4325","Bunium type"
"4326","Centaurea cyanoides"
"4327","Daphne Thymelaea"
"4328","Helianthemum sancti-antonii"
"4329","Quercus calliprinos type"
"4330","Turgenia type"
"4331","Vicia type"
"4332","Anthostema-type"
"4333","Casuarina equisetifolia-type"
"4334","Dictyandra"
"4335","Hymenodictyon-type"
"4336","Ixora-type"
"4337","Khaya-type senegalensis"
"4338","Mallotus-type"
"4339","Musanga-type"
"4340","Myrianthus-type"
"4341","Vitellaria-type paradoxa"
"4342","Celastraceae undiff."
"4343","Cissampelos-type"
"4344","Tinospora"
"4345","Commelina-type forskalaei"
"4346","Ludwigia-type stolonifera"
"4347","MonolÃ¨tes Ã  Ã©pines et non lisses autres"
"4348","Botryoccocus"
"4349","Scenedesmus cf naegeli"
"4350","Tetraedron"
"4352","Quercus ithaburensis type"
"4353","Pistacia sp."
"4354","Phillyrea sp."
"4355","Cereal type"
"4356","Asteraceae Asteroideae"
"4357","Asteraceae Cichorioideae"
"4358","Ferula type"
"4359","Sium (apium) type"
"4360","Bupleurum type"
"4361","Malabila type"
"4362","Anisociadium type"
"4363","Pimpinella type"
"4364","Atriplex type"
"4365","Aellenia type"
"4366","Chenopodium type"
"4367","Bellevalia type"
"4368","Allium type"
"4369","Asphodelus type"
"4370","Ephedra distachya type"
"4371","Lamiaceae (tricolpe)"
"4372","Lamiaceae (stephanocolpe)"
"4373","Plantago lanceolats"
"4374","Dipsaceae"
"4375","Elatinaceae"
"4376","Sphaganaceae"
"4377","Thelypteridaceae"
"4378","Botrichium"
"4379","Hypolepidaceae"
"4380","Isoetaceae"
"4381","Cyatheaceae"
"4382","Cycas"
"4383","Mohria"
"4384","sequoiadendron"
"4385","Cryptomeria"
"4386","Equisetaceae"
"4387","Osmundaceae"
"4388","Hymenophyllaceae"
"4389","Selaginellaceae"
"4390","Conncentricystes rubinus"
"4391","Fungal"
"4392","Hystrichosphaeridium israelianum"
"4393","Hystrichosphaeridium"
"4394","Hystrichosphaera"
"4395","Pterospermopsis van campo"
"4396","Operculodinium"
"4397","Polysphaeridium zohary"
"4398","Baltisphaeridium machaerophorum"
"4399","Baltisphaeridium israelianum"
"4400","Trinovantedinium applanatum"
"4401","Arthropod"
"4402","Echinidinium delicatum"
"4403","Dinoflagelate undiff."
"4404","Spiniferites ramosus"
"4405","Spiniferites pachydermus"
"4406","Combretaceae/Melastomataceae undiff."
"4407","Achritarch"
"4408","Schrankia leptocarpa"
"4409","Spiniferites undiff"
"4410","Tuberculodinium vancampoae"
"4411","Selenopemphix quanta"
"4412","Bitectatodinium spongium"
"4413","Echinidinium undiff"
"4414","Acacia ehrenbergiana-type"
"4415","Charbon"
"4416","Spiniferites bulloideus"
"4417","undeterminable"
"4418","Impagidinium sphaericum"
"4419","Spiniferites bentori"
"4420","Tintinnid"
"4421","Dipterygium-type glaucum"
"4422","Spiniferites mirabilis"
"4423","Impagidinium paradoxum"
"4424","Trinovantedinium spp."
"4425","Echinidinium granulatum"
"4426","Impagidinium patulum"
"4427","Mollugo cerviana-type"
"4428","Echinidinium aculeatum"
"4429","Nematosphaeropsis labyrinthus"
"4430","Acacia tortilis-type"
"4431","Trinovantedinium capitatum"
"4432","Votadinium"
"4433","Impagidinium aculeatum"
"4434","Xylia-type"
"4435","Echinidinium transparantum"
"4436","Votadinium calvum"
"4437","Sclerocephalus arabicus"
"4438","Ataxiodinium choane"
"4439","Oethe-type"
"4440","Centaurea-type perrottetii"
"4441","Cassipourea"
"4442","Juniperus-type procera"
"4443","Stelladinium robustum"
"4444","Pentapharsodinium dalei"
"4445","Taraxacum"
"4446","Halimium"
"4447","Kickxia"
"4448","Pyrus"
"4449","Botrychium lunaria"
"4450","Cucumis sativus"
"4451","Nucularia perrini"
"4452","Plumbaginaceae undiff."
"4453","Salvadoraceae undiff."
"4454","Abietaceae (Pinus)"
"4455","Moltkia ciliata"
"4456","Cruciferea"
"4457","Hygrophila-type"
"4458","Polygonum plebeium"
"4459","Acacia sp."
"4460","Acacia cf. nilotica"
"4461","Capparis cf. corymbosa"
"4462","Cleome sp."
"4463","Cleome cf. africana"
"4464","Phyllanthus rotundifolius"
"4465","Phyllanthus maderaspatensis"
"4466","Trianthema"
"4467","Zizyphus"
"4468","Celtis cf. philippensis"
"4469","Khaya senegalensis"
"4470","Polycarpea"
"4471","Securigena virosa"
"4472","Sterculia cf. tragacantha"
"4473","Bridelia cf. ferruginea"
"4474","Sizygium"
"4475","Indeterminable: crumpled"
"4476","Pollen indeterminata"
"4477","crumpled"
"4478","Delphinum"
"4479","Leguminosae"
"4480","Plantago psyllium-type"
"4481","Poterium-type"
"4482","Boraginaceae (Africa)"
"4483","Olea (Africa)"
"4484","Helianthus"
"4485","Acacia gummifera-type"
"4486","Actiniopteris radiata-type"
"4487","Aizoon canariense-type"
"4488","Launaea-type taraxacifolia"
"4489","Pentzia monodiana-type"
"4490","Pteris-type dentata"
"4491","Spores undiff."
"4492","Parinari typ."
"4493","Tribulus sp."
"4494","Polycarpeae"
"4495","Sparganium/Potamogeton"
"4496","Lactucoideae undiff."
"4497","Coryloideae"
"4498","Secale cereale"
"4499","Euphorbia undiff."
"4500","Celtis/Morus"
"4501","Scabiosa undiff."
"4502","Lomelosia argentea"
"4503","Pulmonaria obscura-type"
"4504","Brassicaceae/Olea"
"4505","Elaeagnus macrophylla-type"
"4506","Liquidambar orientalis"
"4507","Euphorbia cf. E. helioscopia"
"4508","Crataegus/Sorbus"
"4509","Elaeagnus angustifolia"
"4510","Echinophora"
"4511","Linum catharticum"
"4512","Serratula/Arctium-type"
"4513","Zygnema/Spirogyra"
"4514","Microthyrium-type"
"4515","Verbascum pulverulentum-type"
"4516","Tilletia caries-type"
"4517","Thecaphora-type"
"4518","Riccia lamellosa-type"
"4519","Puccinia"
"4520","Dyadosporites"
"4521","Fusiformisporites"
"4522","Pluricellaesporites"
"4523","Closterium idiosporum-type"
"4524","Quercus cf. Q. suber"
"4525","Closterium idiosporum"
"4526","Trichuris"
"4527","Scrophularia canina-type"
"4528","Blackstonia perfoliata-type"
"4529","Dianthus"
"4530","Sideritis (tetracolpate)"
"4531","Conium-type"
"4532","Sorbus aucuparia-type"
"4533","Lysimachia ephemerum"
"4534","Agrimonia eupatoria"
"4535","cf. Adiantum"
"4536","Sarcocapnos"
"4537","Pellaea-type"
"4538","Acaulon-type"
"4539","Erica multiflora-type"
"4540","Galium aparine"
"4541","Andropogon"
"4542","Anchusa azurea"
"4543","Portulaca oleracea-type"
"4544","Ephedra distachya/E. major subsp. major"
"4545","Closterium cf. C. rostratum"
"4546","Rubus ulmifolius-type"
"4547","Anchusa azurea-type"
"4548","Typha-type"
"4549","Roemeria hybrida"
"4550","Adenocarpus"
"4551","Anthemideae undiff."
"4552","Astragalus gombiformis-type"
"4553","Cleome-type arabica"
"4554","Cleome-type chrysantha"
"4555","Globularia arabica"
"4556","Heliotropium luteum-type"
"4557","Myrtus-type"
"4558","Papaveraceae undiff."
"4559","Pinus laricio-type"
"4560","cf.Urginea noctiflora"
"4561","Mimusops"
"4562","Peristrophe cf. P. bicalyculata"
"4563","Monocotyledoneae (monocolpate)"
"4564","Anthocerotales (type 1)"
"4565","Typha cf. T. domingensis"
"4566","Anthocerotales (type 3)"
"4567","Anthocerotales (type 2)"
"4568","Azolla nilotica"
"4569","Typha cf. T. elephantina"
"4570","Pinaceae undiff."
"4571","Malvaceae (periporate)"
"4572","Cannabaceae sensu stricto"
"4573","Hyphaene cf. H. thebaica"
"4574","Cardiospermum cf. C. halicacabum"
"4576","Indeterminable (hidden)"
"4577","Carex"
"4578","Potamogeton undiff."
"4579","Cornus suecica-type"
"4580","Urtica urens"
"4581","Cannabis sativa-type"
"4582","Indeterminable (reworked)"
"4583","Cistus/Helianthemum-type"
"4584","cf. Plumbago"
"4585","Rhamnus cathartica/R. alaternus-type"
"4586","Thymus"
"4587","Ephedra alata"
"4588","Prunus dulcis-type"
"4589","Tuberaria lignosa"
"4590","Phoenix dactylifera"
"4591","Typha angustifolia/Sparganium-type"
"4592","Sherardia-type"
"4593","Algae (Inaperturate spC1)"
"4594","Anthoceris/Isotoma"
"4595","Sigmopollis"
"4596","Algae (Inaperturate spC)"
"4597","Asparagales"
"4598","Dipsacales"
"4599","Cathaya"
"4600","Eucommia"
"4601","Parthenocissus"
"4602","Iridaceae/Liliaceae"
"4603","Hamamelidaceae"
"4604","Cicatricosisporites"
"4605","Tripterospora"
"4606","Pinus sylvestris"
"4607","Pinus halepensis/P. pinea"
"4609","Podospora"
"4610","Byssothecium circinans (type 16A, HdV)"
"4611","Byssothecium circinans (type 16C, HdV)"
"4612","Oribatida (type 36, HdV)"
"4613","Entorrhiza sp. (type HdV-527)"
"4614","Cardueae-type"
"4615","Dicellaesporites"
"4616","Fungi (type 48, UAB)"
"4617","Unknown/Other"
"4618","Fungi (type 14, UAB)"
"4619","Fungi (type 1109, UG)"
"4620","Unknown (Hyaline quadrangular)"
"4621","Fungi (cf. type 1107, UG)"
"4622","Fungi (type 8, UAB)"
"4623","Spirogyra species (type 210, HdV )"
"4624","Fungi (type 30A, UAB)"
"4625","Fungi (type 12, UAB)"
"4626","Fungi (type1, UAB)"
"4627","Oribatida (type 36C, HdV)"
"4628","cf. Rosaceae"
"4629","Alnus cf. A. suaveolens"
"4630","Fungi (type 4, UAB)"
"4631","Animalia undiff."
"4632","Fungi (type 30B, UAB)"
"4633","Fungi (type 40, UAB)"
"4634","Fungi (type 9, UAB)"
"4635","Fungi (type 46, UAB)"
"4636","Unknown (type 182, HdV)"
"4637","Unknown (type 224, HdV)"
"4638","Oribatida (type 36D, HdV)"
"4639","Fungi (type 35, UAB)"
"4640","Diplocladiella scalaroides"
"4641","Fungi (type 33, UAB)"
"4642","IsoÃ«tes boryana"
"4643","Triletes (>30 Âµm)"
"4644","Oribatida (type 36B, HdV)"
"4645","Sordariaceae/Sordaria (type 55B, HdV)"
"4646","Trichuris sp."
"4647","Thecaphora"
"4648","Fungi (type 20, UAB)"
"4649","Fungi (type 38, UAB)"
"4650","Fungi (type 2, UAB)"
"4651","Fungi (type 32, UAB)"
"4652","Unknown (4-celled spore)"
"4653","Fungi (type 39, UAB)"
"4654","Diporotheca rhizophila"
"4655","Fungi (type 21, UAB)"
"4656","Invertebrata (type 52, HdV)"
"4657","Mougeotia laetevirens"
"4658","Fungi (type 42, UAB)"
"4659","cf. Ficus"
"4660","Fungi (type 65, HdV)"
"4661","Lasiosphaeria sp. (type 63C, HdV)"
"4662","Microthyrium sp.? (Type 8B)"
"4663","Alternaria"
"4664","Cercophora-type/Cercophora sp. (type 112, HdV)"
"4665","Fungi (type 305, HdV)"
"4666","Gelasinospora (type 1, HdV)"
"4667","Copepoda (type 28, HdV)"
"4668","Amphisphaerella dispersella (type 310, HdV)"
"4669","Podospora-type (type 368, HdV)"
"4670","Tardigrada (type 902, HdV)"
"4671","Fungi (type 495, HdV)"
"4672","Fungi (type 351, HdV)"
"4673","Zygnema-type (type 314, HdV)"
"4674","Artemisia-type"
"4675","Drosera-type"
"4676","Unknown (type 708, HdV)"
"4677","Gelasinospora cf. G. retispora (type 2, HdV)"
"4678","Brachysporium obovatum/B. bloxami/Bactrodesmium betulicola (type 359, HdV)"
"4679","Fungi (type 461, HdV)"
"4680","Fungi (type 19, HdV)"
"4681","Fungi (type 90, HdV)"
"4682","cf. Persiciospora (type 124, HdV)"
"4683","Veratrum-type"
"4684","Chamaenerion angustifolium"
"4685","Pinus peuce"
"4686","Daphne oleoides"
"4687","Empetrum"
"4688","Arctostaphylos"
"4690","Plantago arenaria"
"4691","Cistus cf. C. monspeliensis"
"4692","Pleospora"
"4693","Trichocladium opacum (type 10, HdV)"
"4694","Lasiosphaeria sp."
"4695","Spirogyra sp. (type 315, HdV)"
"4696","Vicia faba-type"
"4697","Anthoceros-type"
"4698","Selaginella-type"
"4699","Ephedraceae"
"4700","Convolvulus soldanella-type"
"4701","Monoletes (verrucate)"
"4702","Polypodiophyta (trilete, reticulate)"
"4703","Cytisus scoparius-type"
"4704","Blechnum spicant"
"4706","cf. Bryophyta"
"4707","Paronychia argentea-type"
"4708","Fungi (type 173, HdV)"
"4709","Aristolochia paucinervis-type"
"4710","Erica ciliaris-type"
"4711","Carabidae (type 107, HdV)"
"4712","Leucojum"
"4713","Habrotrocha angusticollis (type 37, HdV)"
"4714","Colchicum filifolium-type"
"4715","Fungi (type 729, HdV)"
"4716","Coniochaeta xylariispora (type 6A, HdV)"
"4717","Araneidae (type 71B, HdV)"
"4718","Fungi (type 568C, HdV)"
"4719","Invertebrata (type 88A, HdV)"
"4720","Animalia? (type 175, HdV)"
"4721","Gyratrix hermaphroditus"
"4722","Sedum album-type"
"4723","Rhabdocoela undiff."
"4724","Fungi (type 200, HdV)"
"4725","Invertebrate? (type 178, HdV)"
"4726","Unknown (type 716, HdV)"
"4727","Scheuchzeria palustris"
"4728","Arcella"
"4729","Cercophora sp. (type 112, HdV)"
"4730","Archerella flavum (type 31A, HdV)"
"4731","Unknown (type 74, HdV)"
"4732","Zygnemataceae (type 62, HdV)"
"4733","Chara sp. Glomerus (type 764A)"
"4734","Betula/Alnus/Corylus/Myrica (type 114, HdV)"
"4735","Unknown (type 728, HdV)"
"4736","Pediastrum (type 900, HdV)"
"4737","Cistus psilosepalus-type"
"4738","Polygonum serrulatoides-type"
"4739","Caryophyllaceae (periporate, excluding Paronychioideae)"
"4740","Fraxinus-type"
"4741","Lonicera-type"
"4742","Laurus nobilis"
"4743","Typha minima"
"4744","Sideritis-type"
"4745","Draba-type"
"4746","Ephedra cf. E. fragilis"
"4747","Sinapis"
"4748","Rumex obtusifolius"
"4749","Prunella"
"4750","Globularia"
"4751","Cardamine"
"4752","Undetermined diatom"
"4753","Falcaria"
"4754","Grossulariaceae"
"4755","Anthemideae"
"4756","Huperzia"
"4757","Polygonum sensu lato (aquatic)"
"4758","Pteranthus"
"4759","Classopollis"
"4760","Lathyrus filiformis"
"4761","cf. Tamarix"
"4762","Osyris"
"4763","Calicotome"
"4764","Desmidiaceae"
"4765","Illecebrum verticillatum"
"4766","Rhynchospora alba"
"4767","Minuartia"
"4768","Saxifraga hirsuta-type"
"4769","Daphne-type"
"4770","Pastinaca sativa-type"
"4771","Valeriana dioica-type"
"4772","Saxifraga oppositifolia-type"
"4773","Rhus group"
"4774","Armeria maritima-type"
"4775","Nonea-type"
"4776","Medicago sativa-type"
"4777","Limonium vulgare"
"4778","Quercus cf. Q. canariensis"
"4779","Plantago cf. P. lanceolata"
"4780","Cedrus cf. C. atlantica"
"4781","Quercus cf. Q. rotundifolia"
"4782","Plantago cf. P. major"
"4783","Plantago cf. P. coronopus"
"4784","Ephedra cf. E. distachya"
"4785","Oleaceae/Brassicaceae"
"4786","Ornithogalum"
"4787","Trachomitum"
"4788","Nepeta-type"
"4789","Drosera rotundifolia-type"
"4790","Amelanchier"
"4791","Coris"
"4792","Lomelosia palaestina"
"4793","Bistorta amplexicaulis"
"4794","Cachrys-type"
"4795","Pinus cembra-type"
"4796","Pedicularis palustris-type"
"4797","Daucus carota"
"4798","Primula hirsuta-type"
"4799","Astrantia-type"
"4800","Cyclamen purpurascens"
"4801","Ulex/Cytisus-type"
"4802","Botryococcus (type 901, HdV)"
"4803","Byssothecium circinans (type 16, HdV)"
"4804","Invertebrata (type 88, HdV)"
"4805","Zopfiella-type/Apiosordaria verruculosa (type 169, HdV)"
"4806","Coniferae undiff."
"4807","Collembola"
"4808","Euastrum bidentatum (type 985, HdV)"
"4809","Euastrum ansatum (type 984, HdV)"
"4810","Oribatida"
"4811","Rhizopoda"
"4812","Unknown (type 988, HdV)"
"4813","Dictyosporiaceae"
"4814","Invertebrata (type 219, HdV)"
"4815","TetraÃ«dron cf. T. minimum"
"4816","Spermatophyta undiff. (aquatics)"
"4817","Unknown (type 304, HdV)"
"4818","Nymphoides peltata"
"4819","Capparis/Cadaba"
"4820","Acacia (group I)"
"4821","Acacia (group III)"
"4822","Mimosa"
"4823","Corchorus-type"
"4824","Olea europaea subsp. cuspidata"
"4825","Keetia"
"4826","Sambucus racemosa-type"
"4827","Ceratocephala"
"4828","Melilotus"
"4830","Chomotriletes minor"
"4831","Chomotriletes circulus"
"4832","Chomotriletes rubinus"
"4833","Ovoidites"
"4834","Ovoidites vangeelii"
"4835","Schizosporis reticulatus"
"4836","Lecaniella forma"
"4837","Sigmopollis laevigatoides"
"4838","Chlorosarcina superba...12"
"4839","Alternanthera nodiflora"
"4840","Alternanthera sessilis"
"4841","Lemna gibba"
"4842","Inaperturopolenites"
"4843","Inaperturopolenites dubius"
"4844","Potamogeton pectinatus"
"4845","Inaperturopollenites hiatus"
"4846","Limnophyton obtusifolium"
"4847","Echinochloa crus-galli"
"4848","Proxapertites assamicus"
"4849","Proxapertites cursus"
"4850","Proxapertites operculatus"
"4851","Retipollenites enigmata"
"4852","Longapertites marginatus"
"4853","Laevigatosporites haardtii"
"4854","Laevigatosporites ovatus"
"4855","Araucariacites sp."
"4856","Araucariacites australis"
"4857","Aneilema johnstonii"
"4858","Tiliacora funifera"
"4859","Borassus aethiopum"
"4860","Palmidites plicatus"
"4861","Baissea multiflora"
"4862","Graminidites boivinii"
"4863","Graminidites sp."
"4864","Silene burchellii"
"4865","Cymbopogon schoenanthus"
"4866","Monolites alveolatus"
"4867","Hyparrhenia hirta"
"4868","Classopollis sp."
"4869","Classopollis meyerianus"
"4870","Evolvulus alsinoides"
"4871","Desmodium dichotonum"
"4872","Bracharia ramosa"
"4873","Farsetia stenoptera"
"4874","Farsetia hamihonni"
"4875","Gelasinospora cf."
"4876","Leoisphaeridia sp....54"
"4877","Leiotriletes adriennis"
"4878","Cola hispida"
"4879","Lasiosphon kraussianus"
"4880","Pycnanthus dinklagei...59"
"4881","Pinuspollenites...60"
"4882","Polygalaceae cf"
"4883","Maerua oblongifolia"
"4884","Polygala abyssinica"
"4885","Leoisphaeridia sp....64"
"4886","Kapurdipollenites gemmatus"
"4887","Limnobiophyllum sp."
"4888","Pycnanthus dinklagei...67"
"4889","Piptostigma mayumbense"
"4890","Rhynchelytrum repens"
"4891","Iodes ovalis"
"4892","Aeschynomene indica"
"4893","Dandotiaspora plicata"
"4894","Baculatisporites sp."
"4895","Nevesisporites vallatus"
"4896","Chlorosarcina superba...75"
"4897","Hibiscus sp."
"4898","Mimosa oudica"
"4899","Xylia evansii"
"4900","Spinomonosulcites achinatus"
"4901","Cephalomappa"
"4902","Cicatricosisporites dorogensis"
"4904","Pinuspollenites...84"
"4905","Mauritidites crassibaculatus"
"4906","Commelina africana"
"4907","Chlorophytum floribundum"
"4908","Typha domingensis"
"4909","Suaeda sp"
"4910","Borreria densiflora"
"4911","Ericaceae (Africa)"
"4912","Hedera (Africa)"
"4913","Ilex cf. I. mitis"
"4914","Monolete spores with perianth"
"4915","Pinaceae cf. Cathaya"
"4916","Plumbaginaceae (Africa)"
"4917","Polygala (Africa)"
"4918","Schizaea-type"
"4921","Tetraploa aristata conidia"
"4922","Afzelia"
"4923","Agavaceae"
"4924","Amphimas"
"4925","Borassus-type"
"4926","Calycobolus-type"
"4927","Cistaceae (Africa)"
"4928","Convolvulaceae (Africa)"
"4929","Cyperaceae undifferentiated"
"4930","Diodia-type"
"4931","Ericaceae undifferentiated"
"4932","Euphorbiaceae undifferentiated"
"4933","Geraniaceae (Africa)"
"4934","Ilex cf.. mitis"
"4935","Liliaceae undifferentiated"
"4936","Malvaceae (Africa)"
"4937","Nauclea/Mitragyna"
"4938","Neurada"
"4939","Phytolacaceae"
"4940","Plumbaginaceae undifferentiated"
"4941","Poaceae undifferentiated"
"4942","Ponteridaceae"
"4943","Potamogeton (Africa)"
"4944","Rauvolfia"
"4945","Sporomorphes, reworked"
"4946","Rhamnaceae undifferentiated"
"4947","Rosaceae (Africa)"
"4948","Rubiaceae-type"
"4949","Sabicea"
"4950","Salix cf. Salix chevalieri"
"4951","Sherbournea"
"4952","Tamarindus/Cryptosepalum"
"4953","Virectaria"
"4954","Spores, monolete psilate"
"4955","Spores, monolete verrucate"
"4956","Spores, trilete psilate"
"4957","Vitaceae (Africa)"
"4960","Anthocerotaceae undifferentiated"
"4961","Asteraceae Liguliflorae"
"4962","Asteraceae Tubuliflorae"
"4963","Caryophyllac./Chenopodiac./Amaranthac"
"4964","Hippocrateaceae"
"4965","Martretia"
"4966","Coffea-type"
"4967","Cola nitida-type"
