"sample_name","depth","Hagenia","Acacia t.","Acalypha","Acanthaceae undif.","Acanthus","Adenium","Aerva type","Aizoaceae t.","Alchemilla t.","Allophylus t.","Amaranthaceae undif.","Anthoceros t.","Anthospermum","Apiaceae undif.","Apodytes dimidiata","Araliaceae undif.","Artemisia","Asteroideae undif.","Balanites","Bersama","Brassicaceae","Buxus","Caesalpiniaceae undif.","Capparaceae undif.","Cardueae undif.","Carissa","Caryophyllaceae undif.","Caucanthus","Celastraceae/Hippocrateaceae undiff.","Celtis","Centaurea","Cichorieae","Cissus t.","Clematis-type","Combretaceae","Commelina","Commiphora","Crassocephalum-type montuosum","Cucurbitaceae undif.","Cupressaceae","Cussonia","Cyperaceae","Digera-type muricata","Diospyros/Euclea t.","Dipsacaceae","Dodonaea","Dombeya","Dyschoriste-type","Ekebergia","Ephedra","Erica t.","Euphorbia t.","Euphorbiaceae undif.","Fabaceae Undif.","Fern","Ficus","Galiniera","Grewioideae","Gunnera perpensa","Hydrocotyle","Hypericum undif.","Hyphaene t.","Hypoestes t.","Ilex","Indeterminable","Ipomoea","Isoglossa","Jatropha/Croton","Kohautia","Lamiaceae undif.","Lannea","Macaranga","Maesa","Malva undif.","Menispermaceae undif.","Mimulopsis-type","Mitragyna/Hallea","Monoletes","Morella","Myriophyllum alterniflorum t.","Myrsine africana","Nuxia t.","Nymphaea","Olea t.","Petaloid monocot","Phoenix t.","Phyllanthus amarus","Phytolacca","Pilea-type bambuseti","Pinus undif.","Plantago","Poaceae","Podocarpus","Polygala","Polygonum t.","Polyscias","Portulacaceae t.","Potamogeton","Proteaceae","Prunus t.","Psydrax","Ranunculaceae undif.","Resedaceae undiff.","Rhamnaceae undif.","Ricinus","Rosa t.","Rubia-type","Rubiaceae undif.","Rumex t.","Salix","Sapindaceae undif.","Sapotaceae undif.","Scrophulariaceae undif.","Searsia","Securinega  t.","Solanaceae undif.","Solanum","Steganotaenia-type","Stoebe kilimandscharica-type","Swertia-type kilimandscharica","Syzygium t.","Tacazzea","Tamarix","Tarenna-type graveolens","Teclea","Thalictrum","Thymelaeaceae undif.","Trema","Tribulus","Trichocladus ellipticus-type","Trilepisium","Triletes","Typha","Urtica t.","Vahlia","Vepris-type daniellii","Vernonieae","Zanthoxylum"
NA,"675","  5","  0","  0","  0","  0","  0","  1","  0","  0","  1","  5","  0","  1","  0","  0","  0","  1"," 11","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  7","  0","  0","  0","  0","  0","  0","  0","  2","  0"," 50","  0","  0","  0","  3","  0","  0","  0","  0","  0","  4","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 13","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 13","  2","  0","  0","  0","  0","  2","  0","  0","  1","  0","  0","  0","  1","268"," 59","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1"," 11"," 30","  0","  0","  0","  0","  0"
NA,"700","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  9","  0","  0","  0","  0","  0","  0"," 10","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  3","  0","  2","  0","  0","  0","  0","  0","  3","  0"," 97","  0","  1","  0","  2","  0","  0","  0","  0","  0","  2","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0"," 20","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 34","  3","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  1","215"," 53","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  9","  0","  0","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 22"," 23","  2","  0","  0","  0","  0"
NA,"725",NA,"  0","  0","  0","  0","  0","  1","  0","  0","  0","  6","  0","  1","  0","  0","  1","  1","  7","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  1","  0","  0","  0","  0","  1","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","  2"," 89"," 16","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2"," 12","  1","  0","  0","  0","  0"
NA,"775","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  8","  0","  1","  1","  0","  0","  1","  7","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  3","  0"," 24","  0","  1","  0","  1","  0","  0","  0","  0","  1","  2","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 17","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  4"," 64"," 24","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  9","  6","  4","  0","  0","  0","  0"
NA,"800",NA,"  0","  0","  1","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  6","  0"," 24","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  7","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3"," 90"," 12","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  5","  0","  0","  0","  4","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  6","  8","  0","  0","  0","  0","  0"
NA,"978",NA,"  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  3","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  7","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4"," 28"," 11","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  1","  0","  0","  0","  0"
NA,"1000","   4","   0","   0","   0","   0","   0","   0","   0","   0","   1","   3","   0","   0","   1","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   2","   0","   1","   0","   0","   0","   0","   0","   5","   0","  42","   0","   0","   0","   1","   0","   0","   0","   0","   6","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","  10","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  23","   4","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0"," 326","  86","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   3","   0","   2","   0","   0","  20","   3","   0","   0","   0","   0","   0"
NA,"1125",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","  14","   0","   1","   0","   1","   8","  12","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   2","   0","   0","   0","   0","   0","   0","   0","   5","   0","  86","   0","   0","   0","   3","   0","   0","   0","   0","   0","   1","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","  29","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  28","   1","   0","   0","   0","   0","   3","   0","   0","   1","   0","   0","   0","   4"," 157"," 139","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   6","   4","   1","   0","   0","   0"
NA,"1150","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   5","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   3","   0","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  18","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   7","   4","   0","   0","   0","   0","   9","   0","   0","   0","   0","   0","   0","   2"," 132","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   2","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   2","   2","   9","   2","   0","   0","   0"
NA,"1200",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0"," 141","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  19","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  45","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 116"," 138","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  32","  14","   0","   0","   0","   0","   0"
NA,"1250",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","  11","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  84","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","  24","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","  20","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1"," 123","  80","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   3","   1","   0","   0","   0","   0"
NA,"1275",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   1","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","  14","   0","   0","   0","   1","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  16","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","  60","  18","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   3","   1","   2","   0","   0","   0","   0"
NA,"1485",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  91","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  26","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 148","  40","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   2","   0","   0","   0","   0"
NA,"1555",NA,"   0","   0","   0","   1","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   1","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 137","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   4","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","  25","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 302","  61","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   3","  14","   0","   0","   0","   0","   0"
NA,"1950",NA,"   1","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   2","   0","   0","   2","   3","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   1","   0","   0","   0","   0","   3","   0"," 115","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  50","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   3","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0"," 198","  80","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  30","  17","   1","   0","   0","   0","   0"
NA,"2025",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  21","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  27","  29","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   2","   0","   0","   0","   0","   0"
NA,"2050",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   4","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   2","   0"," 112","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   2","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","  27","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","  42","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   7","  99"," 168","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  22","   8","   7","   0","   0","   0","   0"
NA,"2125",NA,"   0","   0","   0","   1","   0","   0","   0","   0","   0","   6","   1","   1","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 181","   0","   3","   0","   0","   0","   0","   0","   0","   0","   2","   0","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  42","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 230","  27","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","  11","   0","   0","   0","   0","   0"
NA,"2200",NA,"   0","   0","   1","   0","   0","   0","   0","   0","   1","   3","   4","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   2","   0","   0","   0","   0","   0","   1","   0"," 150","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   3","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","  46","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  14","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1"," 274","  29","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   5","   0","   0","   0","   0","   0"
NA,"2225","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   7","   1","   1","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   2","   0"," 141","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","  13","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","  48","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 259","  49","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   5","  12","   0","   0","   0","   0","   0"
NA,"2250",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   3","   0","   0","   0","   0","   1","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   1","   0"," 174","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  33","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 237","  53","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","  13","   0","   0","   0","   0","   0"
NA,"2275",NA,"   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   5","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0"," 144","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  25","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  24","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 206","  86","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   9","   0","   0","   0","   0","   0"
